pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
GJ 3998,13.74000000,0.01600000,-0.01600000,0.089000,0.003000,-0.003000,0.049000,0.052000,-0.034000,,,,0.01970,0.00249,-0.00239,0,,HIP 84460,259.002655,11.057666,-44.81,,,10.830,,V (Johnson),1.510,0.010,0.49,0.05,-0.05,-0.160,0.090,-0.090,3722.00,68.00,-68.00,4.77,0.04,-0.04,,,,Affer et al. 2016,c
GJ 3998,2.64977000,0.00081000,-0.00077000,0.029000,0.001000,-0.001000,0.000000,,,,,,0.00777,0.00085,-0.00085,0,,HIP 84460,259.002655,11.057666,-44.81,,,10.830,,V (Johnson),1.510,0.010,0.49,0.05,-0.05,-0.160,0.090,-0.090,3722.00,68.00,-68.00,4.77,0.04,-0.04,,,,Affer et al. 2016,b
HD 156668,4.64550000,0.00110000,-0.00110000,0.050000,0.000700,-0.000700,0.000000,,,,,,0.01300,0.00200,-0.00200,0,,HIP 84607,259.418701,29.227226,-44.57,0.17,-0.17,8.420,0.020,V (Johnson),1.000,0.020,0.72,0.01,-0.01,0.050,0.060,-0.060,4850.00,88.00,-88.00,4.60,0.12,-0.12,8.600,4.800,-4.800,Howard et al. 2011,b
GJ 667 C,256.20000000,13.80000000,-7.90000000,0.549000,0.052000,-0.058000,0.080000,0.410000,-0.080000,,,,0.01400,0.00800,-0.00700,0,,,259.745085,-34.996827,6.50,1.00,,10.220,0.100,V (Johnson),,,,,,-0.550,0.100,-0.100,3350.00,50.00,-50.00,4.69,0.10,-0.10,2.000,,,Anglada-Escude et al. 2013,g
GJ 667 C,7.20040000,0.00170000,-0.00170000,0.050500,0.004400,-0.005300,0.130000,0.100000,-0.110000,,,,0.01800,0.00400,-0.00400,0,,,259.745085,-34.996827,6.50,1.00,,10.220,0.100,V (Johnson),,,,,,-0.550,0.100,-0.100,3350.00,50.00,-50.00,4.69,0.10,-0.10,2.000,,,Bonfils et al. 2013,b
GJ 667 C,28.14000000,0.05300000,-0.06500000,0.125000,0.012000,-0.013000,0.020000,0.150000,-0.020000,,,,0.01200,0.00500,-0.00400,0,,,259.745085,-34.996827,6.50,1.00,,10.220,0.100,V (Johnson),,,,,,-0.550,0.100,-0.100,3350.00,50.00,-50.00,4.69,0.10,-0.10,2.000,,,Bonfils et al. 2013,c
GJ 667 C,62.24000000,0.55000000,-0.55000000,0.213000,0.019000,-0.022000,0.020000,0.220000,-0.020000,,,,0.00800,0.00500,-0.00400,0,,,259.745085,-34.996827,6.50,1.00,,10.220,0.100,V (Johnson),,,,,,-0.550,0.100,-0.100,3350.00,50.00,-50.00,4.69,0.10,-0.10,2.000,,,Anglada-Escude et al. 2013,e
GJ 667 C,39.02600000,0.19400000,-0.21100000,0.156000,0.014000,-0.017000,0.030000,0.160000,-0.030000,,,,0.00800,0.00400,-0.00400,0,,,259.745085,-34.996827,6.50,1.00,,10.220,0.100,V (Johnson),,,,,,-0.550,0.100,-0.100,3350.00,50.00,-50.00,4.69,0.10,-0.10,2.000,,,Anglada-Escude et al. 2013,f
PSR J1719-1438,0.09070629,0.00000000,-0.00000000,0.004400,,,0.060000,,,,,,1.20000,,,-1,,,259.791971,-14.633600,,,,,,,,,0.04,,,,,,4500.00,,,,,,12.500,,,Bailes et al. 2011,b
HD 158996,820.20000000,14.00000000,-14.00000000,2.100000,0.200000,-0.200000,0.130000,0.050000,-0.050000,,,,14.00000,2.30000,-2.30000,0,,HIP 84769,259.904633,80.136398,-8.70,,,5.706,0.009,V (Johnson),1.513,0.017,50.30,4.30,-4.30,-0.200,0.100,-0.100,4069.00,30.00,-30.00,1.40,0.10,-0.10,1.600,0.600,-0.600,Bang et al. 2018,b
HD 156411,842.20000000,14.50000000,-14.50000000,1.880000,0.030000,-0.040000,0.220000,0.080000,-0.080000,,,,0.74000,0.05000,-0.04000,0,,HIP 84787,259.964172,-48.549320,-38.75,0.00,-0.00,6.673,0.010,V (Johnson),0.601,0.018,2.16,0.09,-0.09,-0.120,0.010,-0.010,5900.00,15.00,-15.00,4.07,0.04,-0.04,,,,Naef et al. 2010,b
HAT-P-14,4.62767000,0.00000500,-0.00000500,,,,0.110000,0.010000,-0.010000,83.500,0.300,-0.300,3.44000,0.63000,-0.63000,0,1.420,,260.116169,38.242165,-20.81,0.28,-0.28,9.980,0.058,V (Johnson),,,1.82,0.15,-0.15,0.110,,,6600.00,90.00,-90.00,4.25,0.03,-0.03,,,,Torres et al. 2010,b
HD 156846,359.51001000,0.09000000,-0.09000000,1.120000,0.020000,-0.020000,0.850000,0.000000,0.000000,,,,10.67000,0.74000,-0.74000,0,,HIP 84856,260.142944,-19.333746,-68.80,0.20,-0.20,6.506,,V (Johnson),0.557,,1.90,0.04,-0.04,0.150,,,6090.00,31.00,-31.00,4.02,0.04,-0.04,,,,Tamuz et al. 2008,b
IC 4651 9122,734.00000000,8.10000000,-8.10000000,2.038000,0.039000,-0.039000,0.180000,0.090000,-0.090000,,,,6.30000,0.50000,-0.50000,0,,,261.208618,-49.948917,-30.13,0.44,-0.44,,,,,,,,,0.120,,,,,,2.52,,,1.140,,,Leao et al. 2018,b
HD 158038,521.00000000,6.90000000,-6.90000000,1.500000,0.040000,-0.040000,0.290000,0.090000,-0.090000,,,,1.53000,0.47000,-0.47000,0,,HIP 85294,261.439301,27.303341,19.90,0.17,-0.17,7.640,,V (Johnson),1.040,,4.50,0.16,-0.16,0.190,,,4860.00,38.00,-38.00,3.24,0.19,-0.19,,,,Johnson et al. 2011,b
MOA-bin-1L,,,,8.300000,4.500000,-2.700000,,,,,,,3.70000,2.10000,-2.10000,0,,,261.792500,-29.793972,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2012,b
GJ 674,4.69380000,0.00700000,-0.00700000,0.039000,,,0.200000,0.020000,-0.020000,,,,0.03500,,,0,,HIP 85523,262.166443,-46.895191,,,,9.370,,V (Johnson),1.570,0.006,,,,-0.280,,,3600.00,100.00,-100.00,,,,0.550,0.450,-0.450,Bonfils et al. 2007,b
GJ 676 A,1056.80005000,2.80000000,-2.80000000,1.820000,0.060000,-0.060000,0.330000,0.010000,-0.010000,,,,4.96000,0.96000,-0.96000,0,,HIP 85647,262.546692,-51.636978,-39.04,0.00,-0.00,9.580,0.009,V (Johnson),1.440,0.009,0.69,0.07,-0.07,0.080,,,3734.00,181.00,-181.00,4.62,0.09,-0.09,,,,Forveille et al. 2011,b
GJ 676 A,35.39000000,0.03000000,-0.04000000,,,,0.125000,0.119000,-0.087000,,,,0.02500,0.00200,-0.00200,0,,HIP 85647,262.546692,-51.636978,-39.04,0.00,-0.00,9.580,0.009,V (Johnson),1.440,0.009,0.69,0.07,-0.07,0.080,,,3734.00,181.00,-181.00,4.62,0.09,-0.09,,,,Anglada-Escude & Tuomi 2012,e
GJ 676 A,3.60050000,0.00020000,-0.00020000,,,,0.262000,0.090000,-0.101000,,,,0.01400,0.00100,-0.00100,0,,HIP 85647,262.546692,-51.636978,-39.04,0.00,-0.00,9.580,0.009,V (Johnson),1.440,0.009,0.69,0.07,-0.07,0.080,,,3734.00,181.00,-181.00,4.62,0.09,-0.09,,,,Anglada-Escude & Tuomi 2012,d
GJ 676 A,7337.00000000,95.00000000,-92.00000000,6.600000,0.100000,-0.100000,,,,,,,6.80000,0.10000,-0.10000,0,,HIP 85647,262.546692,-51.636978,-39.04,0.00,-0.00,9.580,0.009,V (Johnson),1.440,0.009,0.69,0.07,-0.07,0.080,,,3734.00,181.00,-181.00,4.62,0.09,-0.09,,,,Sahlmann et al. 2016,c
HD 159243,248.40000000,4.90000000,-4.90000000,0.800000,0.020000,-0.020000,0.075000,0.050000,-0.050000,,,,1.90000,0.13000,-0.13000,0,,HIP 85911,263.339783,5.700733,-22.69,0.01,-0.01,8.646,0.014,V (Johnson),0.546,0.024,1.12,0.05,-0.05,0.050,0.040,-0.040,6123.00,65.00,-65.00,4.55,0.11,-0.11,1.250,1.100,-1.100,Moutou et al. 2014,c
HD 159243,12.62000000,0.00400000,-0.00400000,0.110000,0.002000,-0.002000,0.020000,0.018000,-0.018000,,,,1.13000,0.05000,-0.05000,0,,HIP 85911,263.339783,5.700733,-22.69,0.01,-0.01,8.646,0.014,V (Johnson),0.546,0.024,1.12,0.05,-0.05,0.050,0.040,-0.040,6123.00,65.00,-65.00,4.55,0.11,-0.11,1.250,1.100,-1.100,Moutou et al. 2014,b
OGLE-2012-BLG-0026L,,,,4.000000,0.500000,-0.500000,,,,,,,0.14500,0.00820,-0.00820,0,,,263.577917,-27.142750,,,,,,,,,,,,,,,,,,,,,5.000,1.000,-1.000,Han et al. 2013,b
OGLE-2012-BLG-0026L,,,,4.800000,0.700000,-0.700000,,,,,,,0.86000,0.06000,-0.06000,0,,,263.577917,-27.142750,,,,,,,,,,,,,,,,,,,,,5.000,1.000,-1.000,Han et al. 2013,c
GJ 685,24.16000000,0.06100000,-0.04700000,0.134400,0.005200,-0.005100,0.000000,,,,,,0.02832,0.00535,-0.00566,0,,HIP 86087,263.893677,61.681564,-15.72,0.43,-0.43,9.970,,V (Johnson),1.480,,0.54,0.05,-0.05,-0.150,0.090,-0.090,3816.00,69.00,-69.00,4.72,0.05,-0.05,,,,Pinamonti et al. 2019,b
GJ 687,38.14000000,0.01500000,-0.01500000,0.170000,0.010000,-0.010000,0.040000,0.080000,-0.080000,,,,0.06000,0.01000,-0.01000,0,,HIP 86162,264.107910,68.339142,-28.80,,,9.150,,V (Johnson),1.470,0.015,0.43,0.03,-0.03,0.150,,,3340.00,97.00,-97.00,4.82,0.03,-0.03,,,,Burt et al. 2014,b
GJ 682,17.47800000,0.06200000,-0.04000000,0.080000,0.014000,-0.004000,0.080000,0.190000,-0.080000,,,,0.01384,0.01164,-0.00755,0,,HIP 86214,264.265259,-44.319214,,,,10.970,0.011,V (Johnson),1.650,0.020,,,,,,,3028.00,,,,,,,,,Tuomi et al. 2014,b
GJ 682,57.32000000,0.45000000,-0.48000000,0.176000,0.030000,-0.009000,0.100000,0.190000,-0.100000,,,,0.02737,0.01825,-0.01447,0,,HIP 86214,264.265259,-44.319214,,,,10.970,0.011,V (Johnson),1.650,0.020,,,,,,,3028.00,,,,,,,,,Tuomi et al. 2014,c
HAT-P-55,3.58524670,0.00000640,-0.00000640,0.046040,0.000560,-0.000560,0.139000,,,87.700,0.560,-0.560,0.58200,0.05600,-0.05600,0,1.182,,264.273447,25.731186,-9.42,0.05,-0.05,13.207,0.039,V (Johnson),0.664,0.055,1.01,0.04,-0.04,-0.030,0.080,-0.080,5808.00,50.00,-50.00,4.43,0.03,-0.03,4.200,1.700,-1.700,Juncher et al. 2015,b
Gl 686,15.53140000,0.00150000,-0.00140000,0.091700,0.002400,-0.002300,0.077000,0.056000,-0.058000,,,,0.02089,0.00167,-0.00170,0,,HIP 86287,264.472290,18.591709,-10.09,0.23,-0.23,9.577,,V (Johnson),1.540,0.015,0.42,0.05,-0.05,-0.300,0.090,-0.090,3663.00,68.00,-68.00,4.83,0.04,-0.04,,,,Affer et al. 2019,b
OGLE-2011-BLG-0251L,,,,2.720000,0.750000,-0.750000,,,,,,,0.53000,0.21000,-0.21000,0,,,264.559083,-27.136139,,,,,,,,,,,,,,,,,,,,,,,,Kains et al. 2013,b
HD 159868,351.00000000,1.10000000,-1.10000000,1.032000,0.064000,-0.064000,0.184000,0.037000,-0.037000,,,,0.76800,0.04400,-0.04400,0,,HIP 86375,264.748016,-43.145515,-23.50,0.20,-0.20,7.240,,V (Johnson),0.717,0.023,2.13,,,,,,5534.00,,,3.92,,,,,,Wittenmyer et al. 2012,c
HD 159868,1184.10000000,7.10000000,-7.10000000,2.320000,0.140000,-0.140000,0.024000,0.019000,-0.019000,,,,2.21800,0.05900,-0.05900,0,,HIP 86375,264.748016,-43.145515,-23.50,0.20,-0.20,7.240,,V (Johnson),0.717,0.023,2.13,,,,,,5534.00,,,3.92,,,,,,O'Toole et al. 2007,b
psi 1 Dra B,3117.00000000,42.00000000,-42.00000000,4.430000,0.040000,-0.040000,0.400000,0.050000,-0.050000,,,,1.53000,0.10000,-0.10000,0,,HIP 86620,265.492096,72.156914,-11.00,0.10,-0.10,5.699,,V (Johnson),0.562,,,,,0.010,0.060,-0.060,6212.00,75.00,-75.00,4.20,0.12,-0.12,3.300,1.000,-1.000,Endl et al. 2016,b
OGLE-2012-BLG-0358L,,,,0.870000,0.030000,-0.030000,,,,,,,1.85000,0.19000,-0.19000,0,,,265.694875,-24.261000,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2013,b
HD 160691,9.63860000,0.00150000,-0.00150000,0.090940,,,0.172000,0.040000,-0.040000,,,,0.03321,,,0,,HIP 86796,266.036255,-51.834053,-6.90,,,5.150,,V (Johnson),0.700,,,,,,,,,,,,,,6.400,,,Santos et al. 2004,d
HD 160691,310.55000000,0.83000000,-0.83000000,0.921000,,,0.066600,0.012200,-0.012200,,,,0.52190,,,0,,HIP 86796,266.036255,-51.834053,-6.90,,,5.150,,V (Johnson),0.700,,,,,,,,,,,,,,6.400,,,Pepe et al. 2007,e
HD 160691,643.25000000,0.90000000,-0.90000000,1.497000,,,0.128000,0.017000,-0.017000,,,,1.67600,,,0,,HIP 86796,266.036255,-51.834053,-6.90,,,5.150,,V (Johnson),0.700,,,,,,,,,,,,,,6.400,,,Butler et al. 2001,b
HD 160691,4205.80000000,758.90000000,-758.90000000,5.235000,,,0.098500,0.062700,-0.062700,,,,1.81400,,,0,,HIP 86796,266.036255,-51.834053,-6.90,,,5.150,,V (Johnson),0.700,,,,,,,,,,,,,,6.400,,,McCarthy et al. 2004,c
KMT-2017-BLG-1038L,,,,1.800000,0.600000,-0.500000,,,,,,,2.00000,2.00000,-1.10000,0,,,266.170917,-25.143031,,,,,,,,,,,,,,,,,,,,,,,,Shin et al. 2018,b
KMT-2016-BLG-1107L,,,,0.342000,0.070000,-0.085000,,,,,,,3.28300,3.46800,-1.83500,0,,,266.417750,-26.031800,,,,,,,,,,,,,,,,,,,,,,,,Hwang et al. 2019,b
UKIRT-2017-BLG-001L,,,,4.180000,0.960000,-0.880000,,,,,,,1.28000,0.37000,-0.44000,0,,,266.654083,-29.211361,,,,,,,,,,,,,,,,,,,,,,,,Shvartzvald et al. 2018,b
OGLE-2008-BLG-092L,,,,18.000000,,,,,,,,,0.18000,,,0,,,266.872583,-34.726556,,,,,,,,,,,,,,,,,,,,,,,,Poleski et al. 2014,b
OGLE-2017-BLG-1140L,,,,1.020000,0.150000,-0.150000,,,,,,,1.59000,0.35000,-0.26000,0,,,266.883057,-24.522667,,,,,,,,,,,,,,,,,,,,,,,,Calchi Novati et al. 2018,b
MOA-2009-BLG-266L,2774.00000000,2810.50000000,-547.50000000,3.200000,1.900000,-0.500000,,,,,,,0.03300,0.00500,-0.00500,0,,,267.008125,-35.005411,,,,,,,,,,,,,,,,,,,,,,,,Muraki et al. 2011,b
WASP-135,1.40137940,0.00000080,-0.00000080,0.024300,0.000500,-0.000500,0.000000,,,82.000,0.600,-0.600,1.90000,0.08000,-0.08000,0,1.300,,267.284974,29.879107,-32.33,0.00,-0.00,13.280,,V (Johnson),0.970,,0.96,0.05,-0.05,0.020,0.130,-0.130,5675.00,60.00,-60.00,4.47,0.03,-0.03,0.600,1.400,-0.350,Spake et al. 2016,b
OGLE-2005-BLG-071L,,,,3.600000,0.200000,-0.200000,,,,,,,3.80000,0.40000,-0.40000,0,,,267.540708,-34.673194,,,,,,,,,,,,,,,,,,,,,,,,Udalski et al. 2005,b
KELT-12,5.03162300,0.00003200,-0.00003100,0.067080,0.000970,-0.001300,0.000000,,,84.470,1.100,-0.950,0.95000,0.14000,-0.14000,0,1.780,,267.640503,36.570232,-23.60,0.10,-0.10,10.590,0.050,V (Johnson),,,2.37,0.17,-0.17,0.190,0.084,-0.085,6279.00,51.00,-51.00,3.89,0.05,-0.05,2.200,0.100,-0.100,Stevens et al. 2017,b
HD 162020,8.42820000,0.00005600,-0.00005600,0.080000,0.000000,0.000000,0.280000,0.000000,0.000000,,,,9.84000,2.75000,-2.75000,0,,HIP 87330,267.659821,-40.318348,-27.33,0.00,-0.00,9.100,,V (Johnson),0.964,,0.75,0.03,-0.03,-0.100,,,4723.00,71.00,-71.00,4.31,0.18,-0.18,,,,Udry et al. 2002,b
OGLE-TR-10,3.10127800,,,0.043400,0.001300,-0.001500,,,,90.000,0.000,-3.900,0.62000,0.14000,-0.14000,0,1.250,,267.867708,-29.876361,-6.25,0.02,,14.930,,V (Johnson),,,1.17,0.13,,,,,5950.00,130.00,,,,,,,,Konacki et al. 2005,b
OGLE-2017-BLG-0173L,,,,3.913000,1.615000,-1.649000,,,,,,,0.01029,0.01211,-0.00634,0,,,267.970612,-29.271360,,,,,,,,,,,,,,,,,,,,,,,,Hwang et al. 2018,b
TrES-3,1.30618581,,,0.022820,0.000230,-0.000400,0.000000,,,81.850,0.160,-0.160,1.91000,0.07500,-0.08000,0,1.336,,268.029265,37.546154,10.84,1.47,-1.47,12.402,0.006,V (Johnson),0.712,0.009,0.83,0.02,,,,,5650.00,75.00,,,,,,,,O'Donovan et al. 2007,b
OGLE-2013-BLG-0102L,,,,0.800000,0.080000,-0.080000,,,,,,,12.56900,2.09500,-2.09500,0,,,268.029500,-31.690583,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2015,b
OGLE-2013-BLG-0341L B,,,,0.883000,0.043000,-0.043000,,,,,,,0.00730,0.00080,-0.00080,0,,,268.031208,-29.846111,,,,,,,,,,,,,,,,,,,,,,,,Gould et al. 2014,b
OGLE-2014-BLG-0676L,,,,4.400000,2.160000,-1.460000,,,,,,,3.09000,1.02000,-1.12000,0,,,268.102081,-30.548389,,,,,,,,,,,,,,,,,,,,,,,,Rattenbury et al. 2017,b
KMT-2016-BLG-2142L,,,,0.830000,0.150000,-0.200000,,,,,,,15.49000,24.99000,-8.58000,0,,,268.112000,-29.384562,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2018,b
OGLE-2013-BLG-1721L,,,,2.600000,0.500000,-0.700000,,,,,,,0.64000,0.35000,-0.31000,0,,,268.126556,-30.292694,,,,,,,,,,,,,,,,,,,,,,,,Mroz et al. 2017,b
MOA-2012-BLG-505L,,,,0.900000,0.250000,-0.210000,,,,,,,0.02108,0.03338,-0.01104,0,,,268.143097,-32.040092,,,,,,,,,,,,,,,,,,,,,,,,Nagakane et al. 2017,b
OGLE-2006-BLG-109L,4927.50000000,3540.50000000,-1752.00000000,4.500000,2.100000,-1.000000,0.150000,0.170000,-0.100000,64.000,4.000,-7.000,0.27000,0.02000,-0.02000,0,,,268.143792,-30.087778,,,,,,,,,,,,,,,,,,,,,,,,Gaudi et al. 2008,c
OGLE-2006-BLG-109L,1788.50000000,584.00000000,-547.50000000,2.300000,0.500000,-0.500000,,,,,,,0.73000,0.06000,-0.06000,0,,,268.143792,-30.087778,,,,,,,,,,,,,,,,,,,,,,,,Gaudi et al. 2008,b
OGLE-2015-BLG-1670L,,,,2.620000,0.580000,-0.600000,,,,,,,0.05632,0.03020,-0.02769,0,,,268.158792,-28.551917,,,,,,,,,,,,,,,,,,,,,,,,Ranc et al. 2019,b
OGLE-2017-BLG-1434L,,,,1.180000,0.100000,-0.100000,,,,,,,0.01400,0.00200,-0.00200,0,,,268.280365,-30.245722,,,,,,,,,,,,,,,,,,,,,,,,Udalski et al. 2018,b
TrES-4,3.55395000,0.00007500,-0.00007500,,,,0.000000,,,82.810,0.330,-0.330,0.78000,0.19000,-0.19000,0,1.610,,268.304354,37.211849,-16.10,0.00,-0.00,11.592,0.004,V (Johnson),0.520,0.007,1.66,0.19,-0.19,0.140,,,6200.00,75.00,-75.00,4.06,0.02,-0.02,,,,Mandushev et al. 2007,b
OGLE-2012-BLG-0406L,,,,3.450000,0.260000,-0.260000,,,,,,,2.73000,0.43000,-0.43000,0,,,268.325708,-30.471167,,,,,,,,,,,,,,,,,,,,,,,,Poleski et al. 2014,b
OGLE-2013-BLG-1761L,,,,1.800000,0.500000,-0.500000,,,,,,,2.70000,2.50000,-1.50000,0,,,268.409485,-28.895271,,,,,,,,,,,,,,,,,,,,,,,,Hirao et al. 2017,b
HD 163607,75.22030000,0.00940000,-0.00940000,0.362000,0.016000,-0.016000,0.744100,0.007100,-0.007100,,,,0.78360,0.00980,-0.00980,0,,HIP 87601,268.418732,56.391956,-0.02,0.00,-0.00,8.000,,V (Johnson),0.777,,1.76,,,,,,5522.00,,,3.97,,,,,,Giguere et al. 2012,b
HD 163607,1272.00000000,4.40000000,-4.40000000,2.390000,0.110000,-0.110000,0.080000,0.014000,-0.014000,,,,2.20100,0.03700,-0.03700,0,,HIP 87601,268.418732,56.391956,-0.02,0.00,-0.00,8.000,,V (Johnson),0.777,,1.76,,,,,,5522.00,,,3.97,,,,,,Giguere et al. 2012,c
KMT-2016-BLG-0212L,,,,2.200000,0.700000,-0.700000,,,,,,,18.00000,20.00000,-11.00000,0,,,268.439250,-29.086889,,,,,,,,,,,,,,,,,,,,,,,,Hwang et al. 2018,b
MOA-2009-BLG-387L,1982.00000000,785.00000000,-588.00000000,1.820000,0.840000,-0.730000,,,,52.000,20.000,-12.000,2.56000,4.15000,-1.58000,0,,,268.461625,-33.990333,,,,,,,,,,,,,,,,,,,,,,,,Batista et al. 2011,b
MOA-2008-BLG-310L,,,,1.610000,0.980000,-0.980000,,,,,,,0.07362,0.05349,-0.05349,0,,,268.560542,-34.778053,,,,,,,,,,,,,,,,,,,,,,,,Janczak et al. 2010,b
OGLE-2005-BLG-390L,3285.00000000,3285.00000000,-1095.00000000,2.600000,1.500000,-0.600000,,,,,,,0.01700,0.01700,-0.00800,0,,,268.579958,-30.377306,,,,,,,,,,,,,,,,,,,,,,,,Beaulieu et al. 2006,b
MOA-2016-BLG-319L,,,,0.950000,0.170000,-0.200000,,,,,,,0.62000,1.16000,-0.33000,0,,,268.742218,-29.750463,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2018,b
OGLE-2014-BLG-1722L,,,,1.900000,1.300000,-0.800000,,,,,,,0.17399,0.16141,-0.10414,0,,,268.752380,-31.469055,,,,,,,,,,,,,,,,,,,,,,,,Suzuki et al. 2018,b
OGLE-2014-BLG-1722L,,,,2.500000,2.200000,-1.100000,,,,,,,0.26335,0.27184,-0.16109,0,,,268.752380,-31.469055,,,,,,,,,,,,,,,,,,,,,,,,Suzuki et al. 2018,c
OGLE-2015-BLG-0966L,,,,2.100000,,,,,,,,,0.06607,0.00629,-0.00629,0,,,268.754250,-29.047111,,,,,,,,,,,,,,,,,,,,,,,,Street et al. 2016,b
KMT-2016-BLG-1820L,,,,1.080000,0.220000,-0.240000,,,,,,,4.57000,5.03000,-2.14000,0,,,268.764740,-29.516920,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2018,b
OGLE-2016-BLG-1195L,,,,1.160000,0.160000,-0.130000,,,,,,,0.00450,0.00142,-0.00101,0,,,268.847931,-30.207251,,,,,,,,,,,,,,,,,,,,,,,,Shvartzvald et al. 2017,b
MOA-2011-BLG-291L,,,,0.690000,0.240000,-0.240000,,,,,,,0.05663,0.10698,-0.03776,0,,,268.867889,-29.170666,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2018,b
HATS-24,1.34849780,0.00000090,-0.00000090,0.023800,0.001000,-0.001000,0.000000,,,85.970,0.230,-0.280,2.26000,0.17000,-0.17000,0,1.395,,268.890686,-61.747311,-3.26,0.04,-0.04,12.830,0.010,V (Johnson),,,1.12,0.04,-0.05,-0.229,0.058,-0.058,6125.00,94.00,-94.00,4.37,0.04,-0.04,3.700,2.000,-1.800,Bento et al. 2017,b
MOA-2011-BLG-293L,,,,1.100000,0.100000,-0.100000,,,,,,,4.80000,0.30000,-0.30000,0,,,268.913958,-28.476847,,,,,,,,,,,,,,,,,,,,,,,,Yee et al. 2012,b
OGLE-2012-BLG-0724L,,,,1.600000,0.400000,-0.300000,,,,,,,0.47000,0.54000,-0.26000,0,,,268.968292,-29.818528,,,,,,,,,,,,,,,,,,,,,,,,Hirao et al. 2016,b
OGLE-2018-BLG-1011L,,,,1.800000,2.100000,-1.500000,,,,,,,1.80000,3.40000,-1.10000,0,,,269.014000,-29.082889,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2019,b
OGLE-2018-BLG-1011L,,,,0.800000,0.900000,-0.600000,,,,,,,2.80000,5.10000,-1.70000,0,,,269.014000,-29.082889,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2019,c
OGLE-2017-BLG-0482L,,,,1.800000,0.600000,-0.700000,,,,,,,0.02832,0.02832,-0.01416,0,,,269.048889,-30.528360,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2018,b
OGLE-2018-BLG-0596L,,,,0.970000,0.130000,-0.130000,,,,,,,0.04383,0.00491,-0.00491,0,,,269.055542,-29.199083,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2019,b
KMT-2017-BLG-1146L,,,,1.600000,0.600000,-0.600000,,,,,,,0.71000,0.80000,-0.42000,0,,,269.105833,-33.142469,,,,,,,,,,,,,,,,,,,,,,,,Shin et al. 2018,b
OGLE-2007-BLG-368L,,,,3.300000,1.400000,-0.800000,,,,,,,0.06000,0.02000,-0.03000,0,,,269.108167,-32.237417,,,,17.710,0.180,V (Johnson),,,,,,,,,,,,,,,,,,Sumi et al. 2010,b
OGLE-TR-056,1.21191890,,,0.023830,0.000460,-0.000510,,,,77.600,0.910,-1.000,1.39000,0.18000,-0.17000,0,1.363,,269.147958,-29.539222,110.49,5.48,-5.48,15.300,,V (Johnson),,,,,,,,,6050.00,100.00,,,,,,,,Konacki et al. 2003,b
OGLE-2016-BLG-0613L AB,,,,6.400000,2.510000,-2.630000,,,,,,,4.18000,3.19000,-2.43000,0,,,269.260406,-28.116167,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2017,b
OGLE-2011-BLG-0173L,,,,8.000000,,,,,,,,,0.19000,0.18000,-0.11000,0,,,269.315735,-28.233862,,,,,,,,,,,,,,,,,,,,,,,,Poleski et al. 2018,b
OGLE-2017-BLG-0373L,,,,2.424000,0.757000,-0.783000,,,,,,,0.40100,0.63700,-0.25700,0,,,269.329407,-31.951723,,,,,,,,,,,,,,,,,,,,,,,,Skowron et al. 2018,b
OGLE-2014-BLG-1760L,,,,1.750000,0.340000,-0.330000,,,,,,,0.56000,0.34000,-0.26000,0,,,269.408997,-28.963158,,,,,,,,,,,,,,,,,,,,,,,,Bhattacharya et al. 2016,b
OGLE-2011-BLG-0265L,,,,1.890000,0.250000,-0.200000,,,,,,,0.88000,0.27000,-0.18000,0,,,269.448833,-27.394528,,,,,,,,,,,,,,,,,,,,,,,,Skowron et al. 2015,b
MOA-2010-BLG-328L,,,,0.920000,0.160000,-0.160000,,,,,,,0.02895,0.00692,-0.00692,0,,,269.496333,-30.715175,,,,,,,,,,,,,,,,,,,,,,,,Furusawa et al. 2013,b
KMT-2017-BLG-0165L,,,,3.450000,0.980000,-0.950000,,,,,,,0.10698,0.04720,-0.03776,0,,,269.649667,-28.133669,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2019,b
